0.937690 0.333520 0.948090
0.943830 0.342830 0.942390
0.949390 0.352750 0.936130
0.954390 0.363230 0.929310
0.958860 0.374220 0.921980
0.962830 0.385580 0.914160
0.966340 0.397270 0.905880
0.969440 0.409210 0.897210
0.972160 0.421300 0.888170
0.974540 0.433500 0.878830
0.976630 0.445730 0.869230
0.978450 0.457970 0.859400
0.980040 0.470170 0.849390
0.981420 0.482280 0.839220
0.982620 0.494300 0.828940
0.983640 0.506200 0.818540
0.984530 0.517990 0.808080
0.985270 0.529640 0.797530
0.985880 0.541160 0.786940
0.986370 0.552550 0.776290
0.986760 0.563820 0.765590
0.987040 0.574940 0.754860
0.987220 0.585950 0.744070
0.987330 0.596830 0.733260
0.987360 0.607580 0.722410
0.987320 0.618210 0.711530
0.987230 0.628710 0.700600
0.987100 0.639090 0.689650
0.986940 0.649360 0.678640
0.986770 0.659490 0.667620
0.986600 0.669500 0.656540
0.986440 0.679380 0.645430
0.986300 0.689160 0.634280
0.986210 0.698790 0.623090
0.986160 0.708310 0.611840
0.986170 0.717720 0.600550
0.986240 0.727000 0.589200
0.986360 0.736180 0.577790
0.986530 0.745260 0.566320
0.986750 0.754260 0.554760
0.987020 0.763150 0.543110
0.987310 0.771980 0.531340
0.987610 0.780740 0.519460
0.987920 0.789440 0.507440
0.988200 0.798070 0.495260
0.988450 0.806660 0.482910
0.988640 0.815180 0.470390
0.988750 0.823650 0.457650
0.988750 0.832060 0.444700
0.988630 0.840390 0.431510
0.988340 0.848630 0.418040
0.987860 0.856770 0.404330
0.987150 0.864760 0.390330
0.986160 0.872590 0.376070
0.984850 0.880200 0.361520
0.983160 0.887540 0.346700
0.981050 0.894580 0.331630
0.978450 0.901230 0.316370
0.975340 0.907440 0.300920
0.971660 0.913150 0.285370
0.967370 0.918310 0.269830
0.962440 0.922850 0.254320
0.956860 0.926720 0.238950
0.950640 0.929900 0.223880
0.943770 0.932360 0.209200
0.936280 0.934100 0.195060
